,airline,embarked,destination,stops,journey_year,journey_month,journey_day,dep_hour,dep_min,departure_time,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_min,arrival_time,price,additional_info
6289,Air Asia,Banglore,Delhi,non-stop,2019,3,6,4,55,late night,2022,2,16,7,45,early morning,4283,No info
6290,Multiple carriers,Delhi,Cochin,1 stop,2019,3,27,8,55,early morning,2022,2,16,15,30,After noon,7846,No info
6291,IndiGo,Chennai,Kolkata,non-stop,2019,3,21,19,35,evening,2022,2,16,21,55,night,3385,No info
6292,IndiGo,Banglore,Delhi,non-stop,2019,6,5,18,55,evening,2022,2,16,21,50,night,4824,No info
6293,IndiGo,Chennai,Kolkata,non-stop,2019,6,15,19,35,evening,2022,2,16,21,55,night,3598,No info
6294,Multiple carriers,Delhi,Cochin,1 stop,2019,6,15,9,0,morning,2022,2,16,21,0,night,13588,No info
6295,Air Asia,Delhi,Cochin,1 stop,2019,3,3,16,45,After noon,2022,3,4,7,10,early morning,13475,No info
6296,IndiGo,Chennai,Kolkata,non-stop,2019,3,21,13,20,After noon,2022,2,16,15,35,After noon,3385,No info
6297,Jet Airways,Delhi,Cochin,2 stops,2019,5,27,5,30,early morning,2022,2,16,19,0,evening,15130,No info
6298,Jet Airways,Kolkata,Banglore,1 stop,2019,5,21,6,30,early morning,2022,5,22,8,15,early morning,8587,In-flight meal not included
6299,IndiGo,Banglore,Delhi,non-stop,2019,9,6,23,30,night,2022,6,10,2,20,late night,4592,No info
6300,Jet Airways,Delhi,Cochin,2 stops,2019,6,27,11,45,morning,2022,6,28,12,35,morning,13883,No info
6301,Multiple carriers,Delhi,Cochin,1 stop,2019,3,3,13,0,After noon,2022,3,4,1,35,late night,18287,No info
6302,Air Asia,Kolkata,Banglore,1 stop,2019,5,15,7,35,early morning,2022,2,16,19,25,evening,5193,No info
6303,Jet Airways,Delhi,Cochin,2 stops,2019,6,27,9,40,morning,2022,6,28,12,35,morning,11119,In-flight meal not included
6304,IndiGo,Delhi,Cochin,1 stop,2019,3,3,6,40,early morning,2022,2,16,15,30,After noon,14872,No info
6305,Air India,Kolkata,Banglore,2 stops,2019,5,24,10,0,morning,2022,5,25,5,25,early morning,15108,No info
6306,Air India,Delhi,Cochin,1 stop,2019,12,6,7,0,early morning,2022,2,16,19,15,evening,8670,No info
6307,GoAir,Kolkata,Banglore,1 stop,2019,1,4,16,40,After noon,2022,4,2,0,15,late night,5172,No info
6308,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,16,30,After noon,2022,6,13,12,0,morning,8530,In-flight meal not included
6309,Jet Airways,Delhi,Cochin,1 stop,2019,3,27,23,5,night,2022,3,28,4,25,late night,7439,In-flight meal not included
6310,IndiGo,Delhi,Cochin,1 stop,2019,9,6,17,10,evening,2022,6,10,1,30,late night,6207,No info
6311,Air India,Banglore,Delhi,non-stop,2019,9,6,17,0,evening,2022,2,16,19,45,evening,7172,No info
6312,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,9,35,morning,2022,6,10,14,25,After noon,14152,No info
6313,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,18,55,evening,2022,6,10,8,15,early morning,14940,No info
6314,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,11,40,morning,2022,3,2,11,25,morning,25736,No info
6315,Jet Airways,Delhi,Cochin,2 stops,2019,12,6,9,25,morning,2022,6,13,4,25,late night,13883,No info
6316,Vistara,Kolkata,Banglore,1 stop,2019,5,18,20,20,evening,2022,5,19,18,50,evening,9556,No info
6317,IndiGo,Kolkata,Banglore,non-stop,2019,4,27,20,20,evening,2022,2,16,22,55,night,4805,No info
6318,Vistara,Chennai,Kolkata,non-stop,2019,3,15,7,5,early morning,2022,2,16,9,20,morning,6628,No info
6319,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,6,30,early morning,2022,2,16,12,0,morning,8587,In-flight meal not included
6320,IndiGo,Kolkata,Banglore,non-stop,2019,9,5,22,15,night,2022,5,10,0,50,late night,4805,No info
6321,Air India,Banglore,New Delhi,2 stops,2019,1,3,8,50,early morning,2022,3,2,23,55,night,17136,No info
6322,Jet Airways,Delhi,Cochin,1 stop,2019,9,5,10,0,morning,2022,2,16,19,0,evening,15555,No info
6323,IndiGo,Delhi,Cochin,1 stop,2019,5,27,8,30,early morning,2022,2,16,21,0,night,6839,No info
6324,IndiGo,Delhi,Cochin,1 stop,2019,3,3,7,35,early morning,2022,2,16,12,0,morning,8259,No info
6325,GoAir,Delhi,Cochin,1 stop,2019,6,3,10,25,morning,2022,2,16,19,20,evening,8214,No info
6326,Multiple carriers,Delhi,Cochin,1 stop,2019,6,6,7,0,early morning,2022,2,16,19,0,evening,12193,No info
6327,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,10,0,morning,2022,2,16,19,15,evening,14849,No info
6328,IndiGo,Kolkata,Banglore,non-stop,2019,3,21,15,10,After noon,2022,2,16,17,45,evening,4149,No info
6329,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,20,0,evening,2022,6,7,12,0,morning,10845,In-flight meal not included
6330,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,18,55,evening,2022,5,19,22,35,night,10845,In-flight meal not included
6331,Multiple carriers,Delhi,Cochin,1 stop,2019,6,24,19,0,evening,2022,6,25,1,30,late night,6796,No info
6332,Jet Airways,Kolkata,Banglore,1 stop,2019,5,15,16,30,After noon,2022,5,16,4,40,late night,14782,No info
6333,IndiGo,Delhi,Cochin,1 stop,2019,6,27,7,15,early morning,2022,2,16,12,30,morning,6583,No info
6334,SpiceJet,Banglore,Delhi,non-stop,2019,4,24,9,30,morning,2022,2,16,12,20,morning,3920,No check-in baggage included
6335,Multiple carriers,Delhi,Cochin,1 stop,2019,6,27,9,45,morning,2022,2,16,22,30,night,9647,No info
6336,SpiceJet,Banglore,New Delhi,1 stop,2019,1,3,15,35,After noon,2022,2,16,23,40,night,7745,1 Long layover
6337,Jet Airways,Delhi,Cochin,2 stops,2019,6,6,9,40,morning,2022,6,7,12,35,morning,11734,In-flight meal not included
6338,Jet Airways,Delhi,Cochin,1 stop,2019,6,15,9,0,morning,2022,6,16,4,25,late night,10263,In-flight meal not included
6339,Jet Airways,Banglore,New Delhi,1 stop,2019,12,3,5,45,early morning,2022,2,16,12,15,morning,17525,No info
6340,SpiceJet,Mumbai,Hyderabad,non-stop,2019,9,3,22,45,night,2022,3,10,0,10,late night,3604,No info
6341,Multiple carriers,Delhi,Cochin,1 stop,2019,5,18,7,30,early morning,2022,2,16,19,15,evening,7565,No info
6342,Multiple carriers,Delhi,Cochin,1 stop,2019,9,6,10,20,morning,2022,2,16,21,0,night,7006,No info
6343,IndiGo,Delhi,Cochin,1 stop,2019,3,3,9,10,morning,2022,3,4,1,35,late night,14872,No info
6344,Air Asia,Banglore,Delhi,non-stop,2019,4,18,4,55,late night,2022,2,16,7,45,early morning,4283,No info
6345,Jet Airways,Delhi,Cochin,2 stops,2019,5,27,23,5,night,2022,5,28,12,35,morning,15130,No info
6346,Air Asia,Delhi,Cochin,1 stop,2019,6,24,16,45,After noon,2022,2,16,22,25,night,6753,No info
6347,Air India,Delhi,Cochin,non-stop,2019,5,21,14,5,After noon,2022,2,16,17,55,evening,6095,No info
6348,IndiGo,Mumbai,Hyderabad,non-stop,2019,1,5,16,55,After noon,2022,2,16,18,25,evening,3176,No info
6349,Multiple carriers,Delhi,Cochin,1 stop,2019,6,27,8,45,early morning,2022,2,16,19,15,evening,8267,No info
6350,GoAir,Banglore,Delhi,non-stop,2019,12,4,20,55,evening,2022,2,16,23,40,night,6723,No info
6351,SpiceJet,Kolkata,Banglore,non-stop,2019,6,24,6,55,early morning,2022,2,16,9,30,morning,3874,No info
6352,Air India,Mumbai,Hyderabad,non-stop,2019,3,4,13,55,After noon,2022,2,16,15,25,After noon,2576,No info
6353,Multiple carriers,Delhi,Cochin,1 stop,2019,5,21,6,40,early morning,2022,2,16,19,15,evening,7788,No info
6354,IndiGo,Delhi,Cochin,1 stop,2019,3,3,2,0,late night,2022,2,16,7,45,early morning,9258,No info
6355,Jet Airways,Banglore,Delhi,non-stop,2019,12,5,18,55,evening,2022,2,16,22,0,night,4031,In-flight meal not included
6356,SpiceJet,Banglore,Delhi,non-stop,2019,3,5,21,10,night,2022,5,4,0,5,late night,4992,No info
6357,IndiGo,Delhi,Cochin,1 stop,2019,3,21,7,30,early morning,2022,2,16,13,20,After noon,9862,No info
6358,IndiGo,Banglore,New Delhi,1 stop,2019,3,15,16,50,After noon,2022,2,16,21,35,night,10407,No info
6359,Jet Airways,Banglore,Delhi,non-stop,2019,9,6,15,15,After noon,2022,2,16,18,10,evening,7230,In-flight meal not included
6360,Multiple carriers,Delhi,Cochin,1 stop,2019,5,15,8,45,early morning,2022,2,16,21,0,night,7671,No info
6361,Jet Airways,Delhi,Cochin,2 stops,2019,6,24,20,0,evening,2022,6,25,4,25,late night,14301,No info
6362,Vistara,Kolkata,Banglore,1 stop,2019,5,15,7,10,early morning,2022,5,16,10,45,morning,8453,No info
6363,SpiceJet,Kolkata,Banglore,non-stop,2019,6,4,14,55,After noon,2022,2,16,17,25,evening,3874,No info
6364,SpiceJet,Kolkata,Banglore,1 stop,2019,9,6,8,35,early morning,2022,2,16,17,15,evening,6854,No info
6365,Jet Airways,Banglore,Delhi,non-stop,2019,6,4,11,10,morning,2022,2,16,14,5,After noon,7230,No info
6366,Jet Airways,Banglore,Delhi,non-stop,2019,4,15,19,50,evening,2022,2,16,22,50,night,7230,No info
6367,Jet Airways,Delhi,Cochin,1 stop,2019,3,6,19,15,evening,2022,6,4,12,35,morning,14715,No info
6368,IndiGo,Kolkata,Banglore,non-stop,2019,12,6,17,15,evening,2022,2,16,19,50,evening,4805,No info
6369,IndiGo,Kolkata,Banglore,1 stop,2019,9,5,9,20,morning,2022,2,16,14,15,After noon,11466,No info
6370,IndiGo,Banglore,Delhi,non-stop,2019,4,21,23,30,night,2022,4,22,2,20,late night,4592,No info
6371,IndiGo,Delhi,Cochin,1 stop,2019,9,6,9,15,morning,2022,6,10,1,30,late night,6629,No info
6372,IndiGo,Delhi,Cochin,1 stop,2019,6,3,2,0,late night,2022,2,16,7,45,early morning,8026,No info
6373,Air Asia,Delhi,Cochin,1 stop,2019,12,6,7,55,early morning,2022,2,16,15,45,After noon,6153,No info
6374,IndiGo,Banglore,Delhi,non-stop,2019,3,4,10,10,morning,2022,2,16,13,0,After noon,3944,No info
6375,Vistara,Kolkata,Banglore,1 stop,2019,6,6,7,10,early morning,2022,6,7,10,45,morning,9188,No info
6376,Vistara,Kolkata,Banglore,1 stop,2019,5,21,20,20,evening,2022,5,22,10,45,morning,9188,No info
6378,Multiple carriers,Delhi,Cochin,1 stop,2019,6,3,9,45,morning,2022,2,16,16,10,After noon,10277,No info
6379,Multiple carriers,Delhi,Cochin,1 stop,2019,1,6,3,50,late night,2022,2,16,19,0,evening,12193,No info
6380,Air Asia,Kolkata,Banglore,1 stop,2019,3,24,19,55,evening,2022,2,16,23,30,night,5555,No info
6381,Air India,Delhi,Cochin,1 stop,2019,3,27,7,0,early morning,2022,2,16,19,15,evening,6378,No info
6382,IndiGo,Delhi,Cochin,1 stop,2019,3,21,20,30,evening,2022,3,22,1,35,late night,6233,No info
6383,IndiGo,Delhi,Cochin,1 stop,2019,9,5,5,10,early morning,2022,2,16,10,5,morning,6497,No info
6384,IndiGo,Banglore,Delhi,non-stop,2019,6,24,18,15,evening,2022,2,16,21,20,night,4824,No info
6385,IndiGo,Kolkata,Banglore,1 stop,2019,6,6,19,35,evening,2022,2,16,23,15,night,6117,No info
6386,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,20,0,evening,2022,5,10,18,15,evening,7758,In-flight meal not included
6387,Multiple carriers,Delhi,Cochin,1 stop,2019,5,21,8,45,early morning,2022,2,16,19,15,evening,8267,No info
6388,SpiceJet,Kolkata,Banglore,non-stop,2019,5,21,6,55,early morning,2022,2,16,9,30,morning,3874,No info
6389,Jet Airways,Kolkata,Banglore,1 stop,2019,5,15,21,10,night,2022,5,16,10,5,morning,11842,In-flight meal not included
6390,IndiGo,Kolkata,Banglore,non-stop,2019,5,24,15,30,After noon,2022,2,16,18,5,evening,4805,No info
6391,IndiGo,Banglore,Delhi,non-stop,2019,1,6,10,10,morning,2022,2,16,13,0,After noon,3944,No info
6392,Multiple carriers,Delhi,Cochin,1 stop,2019,5,27,11,30,morning,2022,2,16,19,15,evening,15899,No info
6393,Jet Airways,Kolkata,Banglore,1 stop,2019,5,15,17,0,evening,2022,5,16,21,5,night,14152,No info
6394,Jet Airways,Delhi,Cochin,1 stop,2019,9,6,16,0,After noon,2022,6,10,4,25,late night,10578,In-flight meal not included
6395,Air India,Banglore,Delhi,non-stop,2019,3,4,6,10,early morning,2022,2,16,8,55,early morning,4442,No info
6396,Jet Airways,Delhi,Cochin,1 stop,2019,6,4,11,30,morning,2022,4,7,12,35,morning,5178,In-flight meal not included
6397,Air India,Kolkata,Banglore,non-stop,2019,1,4,20,45,evening,2022,2,16,23,20,night,4461,No info
6398,Multiple carriers,Delhi,Cochin,1 stop,2019,5,18,8,0,early morning,2022,2,16,21,0,night,13728,No info
6399,Jet Airways,Delhi,Cochin,1 stop,2019,3,6,16,0,After noon,2022,6,4,12,35,morning,14715,No info
6400,Jet Airways,Delhi,Cochin,2 stops,2019,6,6,21,25,night,2022,6,7,19,0,evening,10589,In-flight meal not included
6401,Jet Airways,Delhi,Cochin,1 stop,2019,3,21,9,0,morning,2022,2,16,18,50,evening,7439,In-flight meal not included
6402,Air India,Delhi,Cochin,1 stop,2019,6,3,20,40,evening,2022,3,7,9,25,morning,12678,No info
6403,Jet Airways,Delhi,Cochin,1 stop,2019,6,6,18,15,evening,2022,6,7,19,0,evening,14715,No info
6404,IndiGo,Mumbai,Hyderabad,non-stop,2019,6,24,12,0,morning,2022,2,16,13,30,After noon,2755,No info
6405,IndiGo,Delhi,Cochin,2 stops,2019,3,21,7,35,early morning,2022,2,16,21,20,night,6495,No info
6406,IndiGo,Banglore,New Delhi,1 stop,2019,3,15,16,15,After noon,2022,2,16,20,35,evening,5608,No info
6407,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,22,50,night,2022,3,2,21,20,night,25736,No info
6408,IndiGo,Banglore,Delhi,non-stop,2019,3,5,7,10,early morning,2022,2,16,10,5,morning,4824,No info
6409,Air India,Mumbai,Hyderabad,non-stop,2019,3,21,21,5,night,2022,2,16,22,25,night,2051,No info
6410,Air India,Banglore,New Delhi,1 stop,2019,12,3,8,50,early morning,2022,2,16,23,15,night,12128,No info
6411,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,18,15,evening,2022,6,13,1,30,late night,13378,No info
6412,Jet Airways,Banglore,Delhi,non-stop,2019,6,5,19,50,evening,2022,2,16,22,50,night,7230,No info
6413,Vistara,Delhi,Cochin,non-stop,2019,4,24,6,0,early morning,2022,2,16,9,10,morning,6217,No info
6414,Air India,Delhi,Cochin,non-stop,2019,9,6,18,5,evening,2022,2,16,21,10,night,8457,No info
6415,Jet Airways,Delhi,Cochin,2 stops,2019,5,18,19,10,evening,2022,5,19,12,35,morning,15130,No info
6416,Jet Airways,Banglore,New Delhi,1 stop,2019,12,3,16,55,After noon,2022,3,13,7,40,early morning,13818,No info
6417,GoAir,Delhi,Cochin,1 stop,2019,6,5,7,25,early morning,2022,2,16,13,35,After noon,6297,No info
6418,Air India,Kolkata,Banglore,non-stop,2019,3,21,14,15,After noon,2022,2,16,16,45,After noon,5171,No info
6419,SpiceJet,Banglore,Delhi,non-stop,2019,5,24,21,10,night,2022,5,25,0,5,late night,3920,No check-in baggage included
6420,IndiGo,Banglore,Delhi,non-stop,2019,3,4,7,10,early morning,2022,2,16,10,5,morning,4824,No info
6421,Jet Airways,Delhi,Cochin,1 stop,2019,6,24,10,0,morning,2022,6,25,4,25,late night,10263,In-flight meal not included
6422,Jet Airways,Delhi,Cochin,2 stops,2019,9,6,14,5,After noon,2022,6,10,12,35,morning,13883,No info
6423,Multiple carriers,Delhi,Cochin,1 stop,2019,6,6,13,0,After noon,2022,2,16,21,0,night,13588,No info
6424,Jet Airways,Delhi,Cochin,1 stop,2019,9,3,0,20,late night,2022,3,10,4,25,late night,11849,In-flight meal not included
6425,Air India,Mumbai,Hyderabad,1 stop,2019,6,3,10,0,morning,2022,2,16,23,45,night,11679,No info
6426,IndiGo,Banglore,Delhi,non-stop,2019,5,18,18,25,evening,2022,2,16,21,20,night,4824,No info
6427,SpiceJet,Banglore,Delhi,non-stop,2019,4,15,21,10,night,2022,4,16,0,5,late night,3920,No check-in baggage included
6428,Vistara,Chennai,Kolkata,non-stop,2019,12,6,17,45,evening,2022,2,16,20,5,evening,11983,No info
6429,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,9,35,morning,2022,2,16,18,0,evening,10704,In-flight meal not included
6430,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,18,55,evening,2022,5,19,23,35,night,10845,In-flight meal not included
6431,Jet Airways,Kolkata,Banglore,1 stop,2019,5,15,18,55,evening,2022,5,16,19,50,evening,10845,In-flight meal not included
6432,IndiGo,Mumbai,Hyderabad,non-stop,2019,6,27,16,55,After noon,2022,2,16,18,25,evening,3176,No info
6433,Air India,Delhi,Cochin,1 stop,2019,1,6,8,0,early morning,2022,2,16,19,15,evening,9930,No info
6434,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,14,5,After noon,2022,2,16,19,10,evening,19226,No info
6435,SpiceJet,Mumbai,Hyderabad,non-stop,2019,5,24,5,45,early morning,2022,2,16,7,15,early morning,2018,No info
6436,Jet Airways,Banglore,New Delhi,1 stop,2019,3,21,11,40,morning,2022,3,19,12,15,morning,7833,In-flight meal not included
6437,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,6,30,early morning,2022,5,2,9,20,morning,9664,In-flight meal not included
6438,Multiple carriers,Delhi,Cochin,1 stop,2019,9,6,11,40,morning,2022,2,16,21,0,night,7006,No info
6439,IndiGo,Mumbai,Hyderabad,non-stop,2019,12,5,2,35,late night,2022,2,16,4,5,late night,3176,No info
6440,Air India,Kolkata,Banglore,1 stop,2019,1,4,14,35,After noon,2022,4,2,15,20,After noon,5007,No info
6441,Multiple carriers,Delhi,Cochin,1 stop,2019,6,15,8,45,early morning,2022,2,16,19,15,evening,9527,No info
6442,Jet Airways,Delhi,Cochin,2 stops,2019,6,6,5,30,early morning,2022,2,16,19,0,evening,13293,No info
6443,IndiGo,Delhi,Cochin,1 stop,2019,9,5,21,50,night,2022,5,10,3,35,late night,6059,No info
6444,Air India,Delhi,Cochin,3 stops,2019,6,24,5,15,early morning,2022,6,25,7,40,early morning,10494,No info
6445,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,16,30,After noon,2022,2,16,22,35,night,10845,In-flight meal not included
6446,Jet Airways,Kolkata,Banglore,1 stop,2019,1,4,9,35,morning,2022,2,16,21,5,night,10954,No info
6447,Jet Airways,Kolkata,Banglore,1 stop,2019,5,21,20,0,evening,2022,5,22,12,0,morning,10845,In-flight meal not included
6448,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,20,25,evening,2022,6,7,9,45,morning,10540,In-flight meal not included
6450,Vistara,Delhi,Cochin,non-stop,2019,5,18,6,0,early morning,2022,2,16,9,10,morning,6742,No info
6451,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,20,0,evening,2022,6,7,9,20,morning,14572,No info
6452,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,8,25,early morning,2022,2,16,18,15,evening,14782,No info
6453,IndiGo,Mumbai,Hyderabad,non-stop,2019,5,18,16,55,After noon,2022,2,16,18,25,evening,3839,No info
6454,Air India,Delhi,Cochin,non-stop,2019,6,18,14,5,After noon,2022,2,16,17,55,evening,5202,No info
6455,Air Asia,Delhi,Cochin,1 stop,2019,9,6,7,55,early morning,2022,2,16,15,45,After noon,8760,No info
6456,GoAir,Delhi,Cochin,1 stop,2019,4,24,7,0,early morning,2022,2,16,12,55,morning,6196,No info
6457,Air India,Mumbai,Hyderabad,non-stop,2019,3,15,19,30,evening,2022,2,16,20,45,evening,3101,No info
6458,SpiceJet,Delhi,Cochin,1 stop,2019,5,18,17,55,evening,2022,2,16,22,50,night,5976,No info
6459,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,14,5,After noon,2022,2,16,23,35,night,10845,In-flight meal not included
6460,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,20,55,evening,2022,5,28,4,25,late night,16080,No info
6461,SpiceJet,Chennai,Kolkata,non-stop,2019,5,27,8,20,early morning,2022,2,16,10,35,morning,3544,No check-in baggage included
6462,SpiceJet,Kolkata,Banglore,non-stop,2019,3,5,17,10,evening,2022,2,16,19,40,evening,3842,No check-in baggage included
6463,Jet Airways,Delhi,Cochin,1 stop,2019,6,15,19,15,evening,2022,6,16,12,35,morning,10263,In-flight meal not included
6464,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,9,35,morning,2022,2,16,23,35,night,12693,No info
6465,IndiGo,Chennai,Kolkata,non-stop,2019,1,6,7,55,early morning,2022,2,16,10,15,morning,3851,No info
6466,Jet Airways,Delhi,Cochin,1 stop,2019,5,18,8,0,early morning,2022,5,19,4,25,late night,12374,In-flight meal not included
6467,Air India,Mumbai,Hyderabad,non-stop,2019,3,21,13,55,After noon,2022,2,16,15,25,After noon,3101,No info
6468,Vistara,Banglore,Delhi,non-stop,2019,5,18,19,30,evening,2022,2,16,22,15,night,4879,No info
6470,Multiple carriers Premium economy,Delhi,Cochin,1 stop,2019,3,21,8,55,early morning,2022,2,16,21,0,night,9846,No info
6471,IndiGo,Banglore,Delhi,non-stop,2019,1,5,1,30,late night,2022,2,16,4,15,late night,4078,No info
6472,Multiple carriers,Delhi,Cochin,1 stop,2019,5,21,7,30,early morning,2022,2,16,19,0,evening,9316,No info
6473,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,14,5,After noon,2022,2,16,23,35,night,14782,No info
6474,Air India,Mumbai,Hyderabad,2 stops,2019,6,3,16,50,After noon,2022,2,16,16,55,After noon,17328,No info
6475,Air India,Banglore,New Delhi,non-stop,2019,9,3,17,0,evening,2022,2,16,19,50,evening,9482,No info
6476,Jet Airways,Delhi,Cochin,2 stops,2019,3,27,5,10,early morning,2022,3,28,19,45,evening,8939,In-flight meal not included
6477,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,6,30,early morning,2022,2,16,12,0,morning,14389,No info
6478,Air India,Delhi,Cochin,1 stop,2019,3,21,20,30,evening,2022,3,22,23,0,night,5705,No info
6479,GoAir,Banglore,Delhi,non-stop,2019,9,6,7,45,early morning,2022,2,16,10,40,morning,3899,No info
6480,Jet Airways,Mumbai,Hyderabad,non-stop,2019,3,27,2,55,late night,2022,2,16,4,25,late night,5679,No info
6481,IndiGo,Delhi,Cochin,1 stop,2019,9,3,7,35,early morning,2022,2,16,12,0,morning,6938,No info
6482,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,21,19,5,evening,2022,2,16,20,30,evening,2755,No info
6483,SpiceJet,Mumbai,Hyderabad,non-stop,2019,3,15,22,45,night,2022,3,16,0,10,late night,2648,No check-in baggage included
6484,IndiGo,Kolkata,Banglore,1 stop,2019,5,21,6,20,early morning,2022,2,16,10,20,morning,4227,No info
6485,GoAir,Banglore,Delhi,non-stop,2019,5,18,7,45,early morning,2022,2,16,10,40,morning,4240,No info
6486,IndiGo,Delhi,Cochin,1 stop,2019,6,27,23,30,night,2022,6,28,4,35,late night,9166,No info
6487,Jet Airways,Banglore,New Delhi,non-stop,2019,1,3,19,55,evening,2022,2,16,22,35,night,18309,No info
6488,Multiple carriers,Delhi,Cochin,1 stop,2019,3,21,7,5,early morning,2022,2,16,15,30,After noon,14487,No info
6489,Air Asia,Banglore,Delhi,non-stop,2019,9,4,4,55,late night,2022,2,16,7,45,early morning,4283,No info
6490,Multiple carriers,Delhi,Cochin,1 stop,2019,6,27,8,0,early morning,2022,2,16,21,0,night,13588,No info
6491,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,11,30,morning,2022,2,16,21,0,night,13588,No info
6492,Jet Airways,Delhi,Cochin,1 stop,2019,3,27,8,0,early morning,2022,3,28,4,25,late night,6646,In-flight meal not included
6493,SpiceJet,Banglore,Delhi,non-stop,2019,4,15,5,55,early morning,2022,2,16,8,35,early morning,4424,No info
6494,Air India,Banglore,New Delhi,2 stops,2019,3,18,17,25,evening,2022,3,16,23,25,night,11519,No info
6495,Jet Airways,Kolkata,Banglore,1 stop,2019,3,24,13,55,After noon,2022,3,25,4,45,late night,13760,No info
6496,SpiceJet,Banglore,Delhi,non-stop,2019,6,18,5,55,early morning,2022,2,16,8,35,early morning,3626,No info
6497,IndiGo,Kolkata,Banglore,non-stop,2019,3,15,5,30,early morning,2022,2,16,8,20,early morning,4149,No info
6498,Vistara,Banglore,Delhi,non-stop,2019,4,24,17,0,evening,2022,2,16,19,35,evening,5614,No info
6499,Air India,Kolkata,Banglore,2 stops,2019,6,5,10,0,morning,2022,5,7,10,0,morning,14299,No info
6500,Jet Airways,Banglore,New Delhi,1 stop,2019,3,21,8,0,early morning,2022,2,16,21,20,night,7833,In-flight meal not included
6501,IndiGo,Delhi,Cochin,1 stop,2019,5,21,8,35,early morning,2022,2,16,18,10,evening,6443,No info
6502,Jet Airways,Mumbai,Hyderabad,non-stop,2019,1,4,2,55,late night,2022,2,16,4,20,late night,5679,No info
6503,Jet Airways,Kolkata,Banglore,1 stop,2019,1,4,18,55,evening,2022,4,2,4,40,late night,7065,In-flight meal not included
6504,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,17,0,evening,2022,5,19,9,45,morning,14152,No info
6505,GoAir,Banglore,Delhi,non-stop,2019,6,24,20,55,evening,2022,2,16,23,40,night,3420,No info
6506,Jet Airways,Delhi,Cochin,1 stop,2019,9,3,17,25,evening,2022,3,10,4,25,late night,15555,No info
6507,Air India,Banglore,New Delhi,1 stop,2019,3,18,0,30,late night,2022,2,16,8,45,early morning,13860,No info
6508,SpiceJet,Kolkata,Banglore,non-stop,2019,3,15,22,20,night,2022,3,16,0,40,late night,3848,No info
6509,GoAir,Banglore,New Delhi,1 stop,2019,9,3,15,50,After noon,2022,2,16,20,15,evening,7658,No info
6511,Jet Airways,Banglore,Delhi,non-stop,2019,5,27,7,10,early morning,2022,2,16,10,10,morning,7230,No info
6513,IndiGo,Mumbai,Hyderabad,non-stop,2019,6,18,20,5,evening,2022,2,16,21,40,night,2228,No info
6514,SpiceJet,Banglore,Delhi,non-stop,2019,6,21,5,55,early morning,2022,2,16,8,35,early morning,3972,No info
6515,IndiGo,Delhi,Cochin,1 stop,2019,6,27,9,15,morning,2022,6,28,1,30,late night,6629,No info
6516,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,21,10,night,2022,5,7,10,5,morning,13585,No info
6517,SpiceJet,Kolkata,Banglore,non-stop,2019,3,21,6,55,early morning,2022,2,16,9,35,morning,4149,No info
6518,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,6,30,early morning,2022,2,16,18,15,evening,14572,No info
6519,SpiceJet,Kolkata,Banglore,non-stop,2019,5,21,22,20,night,2022,5,22,0,40,late night,3842,No check-in baggage included
6520,Jet Airways,Banglore,Delhi,non-stop,2019,12,4,6,0,early morning,2022,2,16,8,45,early morning,5199,In-flight meal not included
6521,Air Asia,Banglore,Delhi,non-stop,2019,4,24,4,55,late night,2022,2,16,7,45,early morning,3384,No info
6522,Jet Airways,Delhi,Cochin,non-stop,2019,6,6,11,0,morning,2022,2,16,14,15,After noon,7203,In-flight meal not included
6523,IndiGo,Delhi,Cochin,non-stop,2019,3,4,21,5,night,2022,4,4,0,20,late night,5022,No info
