,Airline,Source,Destination,Route,Total_Stops,Price,journey_year,journey_month,journey_day,dep_hour,dep_min,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_min,duration_hours,duration_mins
5586,2,4,4,BOM → HYD,0,4996,2019,6,27,7,5,2022,2,15,8,30,1,25
5587,0,1,0,CCU → BLR,0,4805,2019,1,6,20,20,2022,2,15,22,55,2,35
5588,2,1,0,CCU → BOM → BLR,1,10845,2019,6,5,6,30,2022,2,15,16,20,9,50
5589,2,2,5,DEL → BOM → COK,1,14715,2019,1,6,21,50,2022,6,2,12,35,14,45
5590,2,1,0,CCU → BOM → BLR,1,14572,2019,6,6,21,10,2022,6,7,9,20,12,10
5591,2,0,3,BLR → BOM → DEL,1,7833,2019,3,21,11,40,2022,3,19,11,25,23,45
5592,2,1,0,CCU → DEL → BLR,1,11468,2019,1,4,20,25,2022,4,2,18,0,21,35
5593,2,1,0,CCU → DEL → BLR,1,10954,2019,9,5,17,0,2022,5,10,10,55,17,55
5594,0,1,0,CCU → BLR,0,4149,2019,9,3,20,25,2022,2,15,23,5,2,40
5595,3,1,0,CCU → BLR,0,3874,2019,9,5,9,0,2022,2,15,11,25,2,25
5596,0,0,2,BLR → DEL,0,3944,2019,4,27,22,10,2022,4,28,1,0,2,50
5597,7,2,5,DEL → BLR → COK,1,6152,2019,3,27,16,45,2022,2,15,22,15,5,30
5598,6,4,4,BOM → DEL → HYD,1,12081,2019,12,3,8,45,2022,2,15,22,55,14,10
5599,2,1,0,CCU → BOM → BLR,1,13585,2019,9,5,20,0,2022,5,10,10,5,14,5
5600,0,2,5,DEL → BOM → COK,1,6980,2019,6,5,11,25,2022,5,7,1,30,14,5
5601,7,0,3,BLR → DEL,0,4483,2019,9,3,23,25,2022,3,13,2,10,2,45
5602,0,1,0,CCU → NAG → BLR,1,6285,2019,1,4,18,5,2022,2,15,23,30,5,25
5603,0,1,0,CCU → BBI → BLR,1,4227,2019,5,24,19,35,2022,2,15,23,15,3,40
5604,0,2,5,DEL → HYD → COK,1,6443,2019,9,3,6,40,2022,2,15,16,10,9,30
5605,2,2,5,DEL → BOM → COK,1,12374,2019,5,18,19,45,2022,5,19,4,25,8,40
5606,2,0,3,BLR → BDQ → DEL,1,11298,2019,12,3,5,50,2022,2,15,15,0,9,10
5607,1,1,0,CCU → DEL → COK → BLR,2,14084,2019,5,24,10,0,2022,5,25,1,20,15,20
5608,2,2,5,DEL → COK,0,7203,2019,3,6,11,0,2022,2,15,14,15,3,15
5609,4,2,5,DEL → BOM → COK,1,11668,2019,3,21,9,0,2022,2,15,18,50,9,50
5610,2,1,0,CCU → BOM → BLR,1,10845,2019,5,24,18,55,2022,5,25,18,15,23,20
5611,1,0,3,BLR → MAA → DEL,1,5933,2019,3,15,11,50,2022,3,16,8,55,21,5
5612,4,2,5,DEL → BOM → COK,1,9002,2019,6,24,8,45,2022,2,15,19,15,10,30
5613,2,1,0,CCU → DEL → BLR,1,13470,2019,6,6,17,0,2022,2,15,23,35,6,35
5614,0,4,4,BOM → HYD,0,2228,2019,6,15,21,20,2022,2,15,22,50,1,30
5615,0,2,5,DEL → MAA → COK,1,5637,2019,5,15,7,15,2022,2,15,12,30,5,15
5616,4,2,5,DEL → IDR → BOM → COK,2,15966,2019,6,6,15,5,2022,6,7,1,30,10,25
5617,0,2,5,DEL → BOM → COK,1,5055,2019,6,24,20,25,2022,6,25,1,30,5,5
5618,4,2,5,DEL → HYD → COK,1,6000,2019,3,21,7,10,2022,2,15,16,10,9,0
5619,0,0,2,BLR → DEL,0,4824,2019,1,5,7,10,2022,2,15,10,5,2,55
5620,3,1,0,CCU → KNU → BLR,1,8480,2019,12,6,11,35,2022,2,15,18,50,7,15
5621,6,1,0,CCU → DEL → BLR,1,8453,2019,5,15,7,10,2022,2,15,22,40,15,30
5622,2,2,5,DEL → BOM → COK,1,14925,2019,3,6,8,0,2022,2,15,19,0,11,0
5623,1,2,5,DEL → AMD → BOM → COK,2,10442,2019,3,6,19,45,2022,6,4,19,15,23,30
5624,4,2,5,DEL → BOM → COK,1,7486,2019,5,21,6,0,2022,2,15,21,0,15,0
5625,2,0,2,BLR → DEL,0,6479,2019,6,6,8,20,2022,2,15,11,20,3,0
5626,2,2,5,DEL → AMD → BOM → COK,2,15130,2019,5,27,13,25,2022,5,28,19,0,29,35
5627,0,1,0,CCU → HYD → BLR,1,3810,2019,1,5,19,20,2022,2,15,23,45,4,25
5628,2,2,5,DEL → BOM → COK,1,18582,2019,6,24,8,0,2022,2,15,19,0,11,0
5629,0,1,0,CCU → BLR,0,5225,2019,9,6,22,15,2022,6,10,0,50,2,35
5630,0,2,5,DEL → BOM → COK,1,8331,2019,9,5,17,10,2022,5,10,1,30,8,20
5631,1,0,2,BLR → DEL,0,6962,2019,9,6,10,0,2022,2,15,12,45,2,45
5632,2,2,5,DEL → BOM → COK,1,10263,2019,9,6,8,0,2022,2,15,19,0,11,0
5633,0,4,4,BOM → HYD,0,2755,2019,6,21,2,35,2022,2,15,4,5,1,30
5634,4,2,5,DEL → BOM → COK,1,13728,2019,5,18,15,0,2022,5,19,1,30,10,30
5635,5,0,2,BLR → DEL,0,3899,2019,4,27,20,55,2022,2,15,23,40,2,45
5636,2,0,3,BLR → BOM → DEL,1,11088,2019,12,3,22,55,2022,3,13,12,25,13,30
5637,7,0,2,BLR → DEL,0,3384,2019,6,4,23,55,2022,4,7,2,45,2,50
5638,2,2,5,DEL → BOM → COK,1,12558,2019,3,21,17,30,2022,3,22,18,50,25,20
5639,2,2,5,DEL → IXC → BOM → COK,2,8274,2019,3,21,6,20,2022,3,22,4,25,22,5
5640,1,4,4,BOM → RPR → VTZ → HYD,2,9737,2019,12,3,10,5,2022,2,15,19,10,9,5
5641,2,2,5,DEL → BOM → COK,1,10263,2019,6,24,17,30,2022,6,25,19,0,25,30
5642,2,2,5,DEL → IDR → BOM → COK,2,11665,2019,9,4,5,30,2022,2,15,19,0,13,30
5643,0,0,2,BLR → DEL,0,4592,2019,1,5,23,30,2022,5,2,2,20,2,50
5644,2,0,3,BLR → BOM → DEL,1,13503,2019,3,18,14,5,2022,2,15,19,10,5,5
5645,1,2,5,DEL → BOM → COK,1,8373,2019,6,27,13,0,2022,2,15,19,15,6,15
5646,1,0,2,BLR → DEL,0,6122,2019,4,21,6,10,2022,2,15,8,55,2,45
5647,6,0,3,BLR → DEL,0,5614,2019,3,21,16,0,2022,2,15,18,35,2,35
5648,0,2,5,DEL → HYD → COK,1,5299,2019,6,4,6,50,2022,2,15,12,10,5,20
5649,2,2,5,DEL → BOM → COK,1,15765,2019,9,3,2,15,2022,2,15,19,45,17,30
5650,7,2,5,DEL → BLR → COK,1,6254,2019,6,15,7,55,2022,2,15,22,25,14,30
5651,2,1,0,CCU → BOM → BLR,1,8587,2019,5,18,5,45,2022,2,15,12,0,6,15
5652,2,2,5,DEL → IXC → BOM → COK,2,12274,2019,3,27,6,20,2022,3,28,4,25,22,5
5653,0,4,4,BOM → HYD,0,2228,2019,5,15,21,20,2022,2,15,22,50,1,30
5654,2,0,2,BLR → DEL,0,5770,2019,12,6,19,50,2022,2,15,22,50,3,0
5655,6,2,5,DEL → COK,0,6217,2019,4,18,14,40,2022,2,15,17,50,3,10
5656,0,2,5,DEL → BLR → COK,1,6387,2019,3,6,2,0,2022,2,15,7,45,5,45
5657,4,2,5,DEL → BOM → COK,1,16109,2019,1,6,10,0,2022,2,15,19,15,9,15
5658,3,1,0,CCU → BLR,0,3874,2019,5,24,22,20,2022,5,25,0,40,2,20
5659,0,2,5,DEL → BOM → COK,1,6271,2019,9,4,10,35,2022,4,10,1,30,14,55
5660,1,0,2,BLR → DEL,0,5912,2019,12,4,21,5,2022,2,15,23,55,2,50
5661,4,2,5,DEL → BOM → COK,1,15078,2019,6,3,9,10,2022,2,15,19,15,10,5
5662,2,0,3,BLR → BOM → DEL,1,31826,2019,1,3,20,35,2022,3,2,11,25,14,50
5663,3,1,0,CCU → KNU → BLR,1,8480,2019,6,5,11,35,2022,2,15,18,50,7,15
5664,6,1,0,CCU → DEL → BLR,1,9398,2019,12,5,7,10,2022,5,13,9,5,25,55
5665,2,2,5,DEL → BOM → COK,1,10263,2019,3,6,9,0,2022,6,4,12,35,27,35
5666,0,2,5,DEL → COK,0,4730,2019,3,4,5,35,2022,2,15,8,50,3,15
5667,2,2,5,DEL → BOM → COK,1,14715,2019,1,6,17,30,2022,6,2,19,0,25,30
5668,0,1,0,CCU → BLR,0,4805,2019,5,15,17,15,2022,2,15,19,50,2,35
5669,0,1,0,CCU → BLR,0,4805,2019,3,6,20,25,2022,2,15,23,10,2,45
5670,1,4,4,BOM → HYD,0,2051,2019,1,4,21,5,2022,2,15,22,25,1,20
5671,4,2,5,DEL → BOM → COK,1,8372,2019,3,27,7,30,2022,2,15,19,15,11,45
5672,4,2,5,DEL → BOM → COK,1,12193,2019,6,27,10,0,2022,2,15,19,0,9,0
5673,10,2,5,DEL → BOM → COK,1,14630,2019,3,21,6,0,2022,2,15,18,50,12,50
5674,0,0,2,BLR → DEL,0,4824,2019,9,4,18,25,2022,2,15,21,20,2,55
5675,4,2,5,DEL → BOM → COK,1,14324,2019,9,5,13,0,2022,2,15,19,15,6,15
5676,2,2,5,DEL → AMD → BOM → COK,2,15130,2019,9,5,13,25,2022,5,10,12,35,23,10
5677,0,2,5,DEL → BOM → COK,1,6759,2019,5,18,6,40,2022,2,15,21,0,14,20
5678,4,2,5,DEL → BOM → COK,1,14849,2019,5,21,9,0,2022,2,15,19,15,10,15
5679,1,0,3,BLR → BOM → NAG → DEL,2,12359,2019,3,3,6,45,2022,3,7,10,35,27,50
5680,2,0,2,BLR → DEL,0,4031,2019,5,21,18,55,2022,2,15,22,0,3,5
5681,1,1,0,CCU → BLR,0,4961,2019,9,3,14,15,2022,2,15,16,45,2,30
5682,1,2,5,DEL → AMD → BOM → COK,2,8657,2019,3,27,16,40,2022,3,28,19,15,26,35
5683,0,2,5,DEL → BOM → COK,1,14872,2019,6,3,9,10,2022,2,15,21,0,11,50
5684,5,2,5,DEL → AMD → COK,1,4564,2019,3,27,6,0,2022,2,15,13,20,7,20
5685,0,4,4,BOM → HYD,0,4785,2019,6,3,21,20,2022,2,15,22,45,1,25
5686,0,0,2,BLR → DEL,0,4824,2019,1,6,20,0,2022,2,15,22,50,2,50
5687,6,3,1,MAA → CCU,0,3688,2019,3,5,7,5,2022,2,15,9,20,2,15
5688,2,0,2,BLR → DEL,0,7230,2019,4,27,15,15,2022,2,15,18,10,2,55
5689,2,0,2,BLR → DEL,0,7230,2019,4,15,7,10,2022,2,15,10,10,3,0
5690,1,2,5,DEL → BLR → COK,1,7175,2019,4,21,6,10,2022,2,15,23,0,16,50
5691,1,2,5,DEL → CCU → BOM → COK,2,11072,2019,3,21,6,50,2022,3,22,7,40,24,50
5692,0,2,5,DEL → BOM → COK,1,6980,2019,5,15,4,55,2022,2,15,21,0,16,5
5693,0,3,1,MAA → CCU,0,3851,2019,5,15,7,55,2022,2,15,10,15,2,20
5694,2,1,0,CCU → BOM → BLR,1,13045,2019,12,6,20,0,2022,6,13,9,20,13,20
5695,2,2,5,DEL → BOM → COK,1,12374,2019,5,18,20,55,2022,5,19,4,25,7,30
5696,1,2,5,DEL → UDR → BOM → COK,2,13802,2019,5,18,13,20,2022,5,19,7,40,18,20
5697,0,0,2,BLR → DEL,0,4824,2019,1,6,8,30,2022,2,15,11,20,2,50
5698,1,2,5,DEL → TRV → COK,1,6588,2019,9,6,5,15,2022,6,10,6,50,25,35
5699,0,4,4,BOM → HYD,0,2228,2019,3,6,20,5,2022,2,15,21,40,1,35
5700,2,1,0,CCU → DEL → BLR,1,14152,2019,9,6,17,0,2022,6,10,14,25,21,25
5701,1,0,3,BLR → BOM → BHO → DEL,2,25431,2019,1,3,8,50,2022,3,2,23,25,38,35
5702,3,0,2,BLR → DEL,0,4320,2019,6,27,21,10,2022,6,28,0,5,2,55
5703,1,2,5,DEL → BOM → COK,1,14463,2019,3,3,4,0,2022,3,4,7,40,27,40
5704,2,1,0,CCU → BOM → BLR,1,8587,2019,5,21,6,30,2022,5,22,10,5,27,35
5705,1,1,0,CCU → GAU → BLR,1,7663,2019,9,6,9,50,2022,2,15,21,5,11,15
5706,2,4,4,BOM → HYD,0,4996,2019,3,5,7,5,2022,2,15,8,30,1,25
5707,4,2,5,DEL → BOM → COK,1,7409,2019,9,6,9,0,2022,2,15,21,0,12,0
5708,2,4,4,BOM → HYD,0,5679,2019,3,15,19,35,2022,2,15,21,5,1,30
5709,2,4,4,BOM → HYD,0,5679,2019,9,6,19,35,2022,2,15,21,5,1,30
5710,2,0,3,BLR → BOM → DEL,1,26891,2019,1,3,8,55,2022,3,2,0,45,15,50
5711,1,4,4,BOM → BHO → DEL → HYD,2,13905,2019,6,3,6,0,2022,3,7,19,25,37,25
5712,2,2,5,DEL → ATQ → BOM → COK,2,15319,2019,1,6,20,0,2022,6,2,4,25,8,25
5713,6,1,0,CCU → DEL → BLR,1,8453,2019,5,15,20,20,2022,5,16,22,40,26,20
5714,0,2,5,DEL → BOM → COK,1,6315,2019,9,6,10,35,2022,2,15,21,0,10,25
5715,1,1,0,CCU → DEL → BLR,1,10204,2019,1,5,10,0,2022,2,15,20,25,10,25
5716,3,3,1,MAA → CCU,0,3598,2019,6,15,8,20,2022,2,15,10,35,2,15
5717,4,2,5,DEL → BOM → COK,1,8267,2019,12,6,10,20,2022,2,15,19,15,8,55
5718,2,2,5,DEL → BOM → COK,1,12374,2019,5,18,21,50,2022,5,19,12,35,14,45
5719,2,0,3,BLR → BOM → DEL,1,36236,2019,1,3,14,5,2022,2,15,21,20,7,15
5720,0,2,5,DEL → BOM → COK,1,14872,2019,3,3,8,25,2022,2,15,21,0,12,35
5721,2,0,2,BLR → DEL,0,7230,2019,12,4,17,45,2022,2,15,20,45,3,0
5722,0,1,0,CCU → BLR,0,4805,2019,4,24,22,15,2022,4,25,0,50,2,35
5723,0,0,3,BLR → DEL,0,7304,2019,3,3,20,0,2022,2,15,22,55,2,55
5724,4,2,5,DEL → BOM → COK,1,13588,2019,1,6,11,30,2022,2,15,21,0,9,30
5725,4,2,5,DEL → HYD → COK,1,7741,2019,5,18,14,55,2022,2,15,22,30,7,35
5726,0,3,1,MAA → CCU,0,7296,2019,1,3,14,40,2022,2,15,17,5,2,25
5727,4,2,5,DEL → BOM → COK,1,18917,2019,3,3,18,15,2022,3,4,1,35,7,20
5728,4,2,5,DEL → BOM → COK,1,8267,2019,5,21,12,50,2022,2,15,19,15,6,25
5729,2,2,5,DEL → BOM → COK,1,12374,2019,5,18,2,15,2022,5,19,4,25,26,10
5730,4,2,5,DEL → HYD → COK,1,11189,2019,5,18,13,15,2022,2,15,22,30,9,15
5731,2,1,0,CCU → DEL → BLR,1,14152,2019,5,18,9,35,2022,2,15,18,0,8,25
5732,2,2,5,DEL → BOM → COK,1,14715,2019,1,6,8,0,2022,2,15,19,0,11,0
5733,2,0,2,BLR → DEL,0,7230,2019,6,4,7,10,2022,2,15,10,10,3,0
5734,2,2,5,DEL → BOM → COK,1,12243,2019,3,27,9,0,2022,3,28,4,25,19,25
5735,2,0,3,BLR → BOM → DEL,1,9135,2019,3,15,7,0,2022,2,15,12,25,5,25
5736,0,0,2,BLR → DEL,0,3944,2019,1,5,22,10,2022,5,2,1,0,2,50
5737,1,0,2,BLR → DEL,0,6962,2019,1,6,10,0,2022,2,15,12,45,2,45
5738,2,4,4,BOM → JDH → DEL → HYD,2,23844,2019,12,3,8,15,2022,2,15,16,35,8,20
5739,3,3,1,MAA → CCU,0,3598,2019,5,24,9,45,2022,2,15,12,0,2,15
5740,4,2,5,DEL → BOM → COK,1,7409,2019,6,27,13,0,2022,2,15,21,0,8,0
5741,3,0,2,BLR → DEL,0,3258,2019,5,27,5,55,2022,2,15,8,35,2,40
5742,3,4,4,BOM → HYD,0,1966,2019,6,5,5,45,2022,2,15,7,15,1,30
5743,4,2,5,DEL → BOM → COK,1,9101,2019,3,27,6,40,2022,2,15,19,15,12,35
5744,1,4,4,BOM → HYD,0,3101,2019,6,18,19,30,2022,2,15,20,45,1,15
5745,2,0,3,BLR → BOM → DEL,1,26891,2019,1,3,8,0,2022,2,15,18,25,10,25
5746,2,0,2,BLR → DEL,0,8017,2019,6,24,17,45,2022,2,15,20,45,3,0
5747,1,1,0,CCU → DEL → BLR,1,12174,2019,3,24,20,30,2022,3,25,20,25,23,55
5748,0,2,5,DEL → BOM → COK,1,8785,2019,5,27,4,55,2022,2,15,21,0,16,5
5749,0,2,5,DEL → HYD → COK,1,5299,2019,9,5,6,50,2022,2,15,12,10,5,20
5750,2,0,3,BLR → BOM → DEL,1,11088,2019,9,3,8,55,2022,3,13,9,30,24,35
5751,3,2,5,DEL → BLR → COK,1,5410,2019,9,6,17,55,2022,2,15,22,50,4,55
5752,5,2,5,DEL → AMD → COK,1,5843,2019,1,5,7,25,2022,2,15,13,35,6,10
5753,2,4,4,BOM → HYD,0,2229,2019,3,18,15,50,2022,2,15,17,20,1,30
5754,3,3,1,MAA → CCU,0,3544,2019,6,5,17,45,2022,2,15,20,5,2,20
5755,0,1,0,CCU → PNQ → BLR,1,7229,2019,5,21,21,0,2022,5,22,2,15,5,15
5756,0,2,5,DEL → HYD → COK,1,6288,2019,4,15,5,5,2022,2,15,12,10,7,5
5757,4,2,5,DEL → BOM → COK,1,13378,2019,6,27,13,0,2022,6,28,1,30,12,30
5758,0,1,0,CCU → BLR,0,6986,2019,3,3,17,15,2022,2,15,20,0,2,45
5759,1,2,5,DEL → BOM → COK,1,8373,2019,3,6,13,0,2022,2,15,19,15,6,15
5760,1,1,0,CCU → BOM → AMD → BLR,2,14688,2019,5,21,9,25,2022,5,22,5,25,20,0
5761,2,2,5,DEL → COK,0,9565,2019,9,3,11,0,2022,2,15,14,15,3,15
5762,6,4,4,BOM → DEL → HYD,1,12081,2019,12,3,8,45,2022,2,15,16,45,8,0
5763,4,2,5,DEL → IXU → BOM → COK,2,18276,2019,3,6,17,50,2022,6,4,1,30,7,40
5764,0,2,5,DEL → BOM → COK,1,6094,2019,6,6,7,30,2022,2,15,21,0,13,30
5765,2,2,5,DEL → BHO → BOM → COK,2,14862,2019,9,3,5,40,2022,3,10,4,25,22,45
5766,0,1,0,CCU → BLR,0,4805,2019,5,18,11,30,2022,2,15,14,5,2,35
5767,2,1,0,CCU → DEL → BLR,1,9315,2019,1,5,20,25,2022,5,2,19,10,22,45
5768,4,2,5,DEL → BOM → COK,1,9795,2019,9,5,8,45,2022,2,15,19,0,10,15
5769,2,2,5,DEL → JAI → BOM → COK,2,13030,2019,5,21,5,30,2022,2,15,19,0,13,30
5770,3,1,0,CCU → BLR,0,3842,2019,3,6,17,10,2022,2,15,19,40,2,30
5771,2,0,3,BLR → BOM → DEL,1,12285,2019,3,18,8,0,2022,2,15,13,15,5,15
5772,2,2,5,DEL → BOM → COK,1,14715,2019,9,6,21,50,2022,6,10,4,25,6,35
5773,2,1,0,CCU → BOM → BLR,1,7065,2019,1,4,6,30,2022,2,15,22,35,16,5
5774,2,0,2,BLR → DEL,0,5199,2019,5,18,7,10,2022,2,15,10,10,3,0
5775,2,1,0,CCU → BOM → BLR,1,14782,2019,5,15,6,30,2022,2,15,16,20,9,50
5776,1,2,5,DEL → CCU → BOM → COK,2,13382,2019,6,24,20,15,2022,6,25,19,15,23,0
5777,1,2,5,DEL → COK,0,6095,2019,1,6,5,10,2022,2,15,8,0,2,50
5778,0,2,5,DEL → HYD → COK,1,5299,2019,1,6,6,50,2022,2,15,12,10,5,20
5779,4,2,5,DEL → BOM → COK,1,7409,2019,6,27,10,0,2022,2,15,21,0,11,0
5780,2,1,0,CCU → BOM → BLR,1,14389,2019,12,5,21,10,2022,5,13,12,0,14,50
5781,1,2,5,DEL → AMD → BOM → COK,2,9444,2019,6,24,19,45,2022,6,25,19,15,23,30
5782,1,2,5,DEL → HYD → BOM → COK,2,11763,2019,3,3,7,5,2022,3,4,19,15,36,10
5783,1,2,5,DEL → MAA → COK,1,7481,2019,6,27,12,30,2022,6,28,9,25,20,55
5784,0,2,5,DEL → COK,0,5407,2019,3,15,5,35,2022,2,15,8,50,3,15
5785,2,2,5,DEL → COK,0,9565,2019,12,6,11,0,2022,2,15,14,15,3,15
5786,2,2,5,DEL → JAI → BOM → COK,2,10369,2019,9,6,9,40,2022,2,15,19,0,9,20
5787,0,2,5,DEL → MAA → COK,1,5637,2019,9,5,7,15,2022,2,15,12,30,5,15
5788,3,4,4,BOM → HYD,0,1966,2019,9,5,22,45,2022,5,10,0,15,1,30
5789,2,1,0,CCU → BOM → BLR,1,12740,2019,12,6,21,10,2022,6,13,4,40,7,30
5790,0,1,0,CCU → BLR,0,4149,2019,12,3,14,20,2022,2,15,16,55,2,35
5791,0,2,5,DEL → BOM → COK,1,7192,2019,9,5,6,40,2022,2,15,21,0,14,20
5792,2,2,5,DEL → BOM → COK,1,10263,2019,6,6,7,5,2022,6,7,4,25,21,20
5793,6,1,0,CCU → DEL → BLR,1,12313,2019,3,24,9,55,2022,2,15,20,25,10,30
5794,2,2,5,DEL → BOM → COK,1,10263,2019,3,6,18,15,2022,6,4,19,0,24,45
5795,2,2,5,DEL → COK,0,9565,2019,6,15,11,0,2022,2,15,14,15,3,15
5796,2,1,0,CCU → BOM → BLR,1,13760,2019,3,24,6,30,2022,3,25,4,45,22,15
5797,6,1,0,CCU → DEL → BLR,1,8611,2019,6,5,17,0,2022,5,7,20,20,27,20
5798,2,2,5,DEL → BOM → COK,1,14715,2019,6,15,13,0,2022,2,15,19,0,6,0
5799,0,0,2,BLR → DEL,0,4824,2019,3,6,8,30,2022,2,15,11,20,2,50
5800,7,2,5,DEL → BLR → COK,1,6452,2019,5,27,7,55,2022,2,15,15,45,7,50
5801,2,2,5,DEL → BOM → COK,1,16080,2019,5,21,14,0,2022,2,15,19,0,5,0
5802,2,2,5,DEL → COK,0,7203,2019,1,6,11,0,2022,2,15,14,15,3,15
5803,0,0,3,BLR → DEL,0,4945,2019,3,24,23,30,2022,3,22,2,20,2,50
5804,3,0,2,BLR → DEL,0,3626,2019,1,6,5,55,2022,2,15,8,35,2,40
5805,2,1,0,CCU → BOM → BLR,1,9664,2019,9,5,14,5,2022,5,10,12,0,21,55
5806,4,2,5,DEL → BOM → COK,1,9795,2019,5,15,10,20,2022,2,15,19,0,8,40
5807,3,4,4,BOM → HYD,0,2438,2019,1,5,13,15,2022,2,15,14,45,1,30
5808,4,2,5,DEL → BOM → COK,1,13378,2019,6,15,10,0,2022,6,16,1,30,15,30
5809,2,1,0,CCU → BOM → BLR,1,8587,2019,6,6,20,0,2022,6,7,4,40,8,40
5810,2,0,3,BLR → BOM → DEL,1,19226,2019,6,3,8,55,2022,2,15,15,15,6,20
5811,2,2,5,DEL → BOM → COK,1,15555,2019,5,18,22,50,2022,5,19,4,25,5,35
5812,2,1,0,CCU → DEL → BLR,1,12122,2019,1,5,9,35,2022,2,15,22,5,12,30
5813,0,0,2,BLR → DEL,0,3944,2019,5,27,10,10,2022,2,15,13,0,2,50
5814,2,0,3,BLR → BOM → DEL,1,13556,2019,3,18,21,25,2022,3,16,9,0,11,35
5815,0,0,2,BLR → DEL,0,4991,2019,6,21,18,15,2022,2,15,21,20,3,5
5816,1,2,5,DEL → BLR → COK,1,8855,2019,6,3,20,30,2022,3,7,23,0,26,30
5817,4,2,5,DEL → HYD → COK,1,7879,2019,5,27,7,10,2022,2,15,16,10,9,0
5818,6,0,3,BLR → DEL,0,8029,2019,3,3,9,50,2022,2,15,12,35,2,45
5819,2,1,0,CCU → BOM → BLR,1,8587,2019,9,5,18,55,2022,5,10,8,15,13,20
5820,1,1,0,CCU → DEL → COK → BLR,2,15165,2019,1,5,17,30,2022,5,2,13,45,20,15
5821,2,0,3,BLR → BOM → DEL,1,12285,2019,3,18,7,0,2022,2,15,15,15,8,15
5822,2,4,4,BOM → HYD,0,4996,2019,6,21,7,5,2022,2,15,8,30,1,25
5823,4,2,5,DEL → BOM → COK,1,10052,2019,5,27,8,45,2022,2,15,19,15,10,30
5824,2,1,0,CCU → BOM → BLR,1,9664,2019,5,21,14,5,2022,5,22,10,5,20,0
5825,1,1,0,CCU → DEL → AMD → BLR,2,14425,2019,1,5,7,0,2022,5,2,5,25,22,25
5826,2,2,5,DEL → BOM → COK,1,14715,2019,6,15,10,0,2022,2,15,19,0,9,0
5827,1,4,4,BOM → HYD,0,3101,2019,5,24,13,55,2022,2,15,15,25,1,30
5828,0,2,5,DEL → BLR → COK,1,6494,2019,6,6,17,5,2022,2,15,22,25,5,20
5829,2,1,0,CCU → BOM → BLR,1,14572,2019,6,6,6,30,2022,2,15,23,35,17,5
5830,2,2,5,DEL → JAI → BOM → COK,2,10369,2019,6,15,5,30,2022,2,15,19,0,13,30
5831,2,2,5,DEL → BOM → COK,1,14715,2019,3,6,15,0,2022,6,4,4,25,13,25
5832,3,3,1,MAA → CCU,0,3544,2019,5,18,8,20,2022,2,15,10,35,2,15
5833,7,1,0,CCU → DEL → BLR,1,6811,2019,6,6,7,35,2022,2,15,19,25,11,50
5834,3,1,0,CCU → BLR,0,5202,2019,3,24,9,0,2022,2,15,11,30,2,30
5835,4,2,5,DEL → BOM → COK,1,13378,2019,6,24,17,30,2022,6,25,1,30,8,0
5836,10,2,5,DEL → BOM → COK,1,14630,2019,3,21,7,30,2022,2,15,18,50,11,20
5837,0,2,5,DEL → BOM → COK,1,6094,2019,9,4,7,30,2022,2,15,21,0,13,30
5838,4,2,5,DEL → GWL → IDR → BOM → COK,3,15420,2019,12,6,11,35,2022,6,13,1,30,13,55
5839,1,1,0,CCU → BOM → COK → BLR,2,13485,2019,5,21,16,50,2022,5,22,13,45,20,55
5840,1,2,5,DEL → BOM → COK,1,8373,2019,5,18,21,0,2022,5,19,7,40,10,40
5841,1,0,3,BLR → HYD → VGA → DEL,2,8535,2019,3,15,8,15,2022,3,16,11,20,27,5
5842,2,0,2,BLR → DEL,0,4031,2019,5,15,17,45,2022,2,15,20,45,3,0
5843,2,2,5,DEL → IDR → BOM → COK,2,13293,2019,6,24,9,35,2022,6,25,4,25,18,50
5845,1,2,5,DEL → BOM → COK,1,16755,2019,9,3,8,0,2022,2,15,19,15,11,15
5846,0,1,0,CCU → BLR,0,6566,2019,1,3,17,15,2022,2,15,19,55,2,40
5847,2,2,5,DEL → BOM → COK,1,16080,2019,5,27,22,50,2022,5,28,19,0,20,10
5848,2,2,5,DEL → IDR → BOM → COK,2,11508,2019,9,5,21,25,2022,5,10,12,35,15,10
5849,6,4,4,BOM → DEL → HYD,1,12396,2019,6,3,7,30,2022,3,7,9,25,25,55
5850,0,0,3,BLR → BOM → DEL,1,22154,2019,1,3,19,35,2022,3,2,0,35,5,0
5851,2,2,5,DEL → NAG → BOM → COK,2,10920,2019,6,27,6,45,2022,6,28,12,35,29,50
5852,2,1,0,CCU → BOM → BLR,1,13760,2019,3,24,21,10,2022,3,25,4,45,7,35
5853,1,2,5,DEL → COK,0,6095,2019,4,18,5,10,2022,2,15,8,0,2,50
5854,1,1,0,CCU → BOM → COK → BLR,2,11543,2019,5,21,9,25,2022,5,22,13,45,28,20
5856,2,0,3,BLR → BOM → DEL,1,25736,2019,1,3,11,40,2022,3,2,10,25,22,45
5857,2,0,3,BLR → BOM → DEL,1,17472,2019,6,3,22,50,2022,3,7,23,0,24,10
5858,2,1,0,CCU → BOM → BLR,1,10845,2019,9,6,16,30,2022,2,15,23,35,7,5
5859,1,2,5,DEL → BOM → COK,1,8373,2019,3,6,19,0,2022,6,4,7,40,12,40
5860,0,3,1,MAA → CCU,0,3859,2019,6,15,11,35,2022,2,15,14,0,2,25
