airline,embarked,destination,Route,stops,journey_year,journey_month,journey_day,weekday,dep_hour,dep_min,departure_period,Arrival_hour,Arrival_min,arrival_period,Arrived_next_day,duration_hours,duration_mins,Duration_in_mins,price,additional_info,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,destination_Banglore,destination_Cochin,destination_Delhi,destination_Hyderabad,destination_Kolkata,source_Banglore,source_Chennai,source_Delhi,source_Kolkata,source_Mumbai,1 stop,2 stops,3 stops,4 stops,non-stop,departure_After noon,departure_early morning,departure_evening,departure_late night,departure_morning,departure_night,arrival_After noon,arrival_early morning,arrival_evening,arrival_late night,arrival_morning,arrival_night
Jet Airways,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,6,6,3,9,35,departure_morning,14,25,arrival_After noon,True,28,50,1730,10540,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,21,1,20,0,departure_evening,9,20,arrival_morning,True,13,20,800,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Vistara,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,6,6,3,17,0,departure_evening,9,5,arrival_morning,True,16,5,965,8453,No info,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
IndiGo,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,5,18,5,8,35,departure_early morning,22,30,arrival_night,False,13,55,835,7145,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SpiceJet,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,9,3,1,20,30,departure_evening,23,20,arrival_night,False,2,50,170,5127,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,12,6,4,19,0,departure_evening,1,30,arrival_late night,True,6,30,390,6796,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,12,5,3,21,10,departure_night,10,5,arrival_morning,True,12,55,775,8587,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,5,18,5,9,0,departure_morning,11,25,arrival_morning,False,2,25,145,4440,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
SpiceJet,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,3,15,4,9,35,departure_morning,12,30,arrival_morning,False,2,55,175,6206,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,5,2,0,30,departure_late night,3,25,arrival_late night,False,2,55,175,4285,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,6,6,3,16,30,departure_After noon,23,35,arrival_night,False,7,5,425,14572,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Air Asia,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,6,4,1,19,55,departure_evening,22,25,arrival_night,False,2,30,150,3808,No info,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,6,3,0,6,55,departure_early morning,9,35,arrival_morning,False,2,40,160,3851,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → KNU → BLR,1 stop,2019,5,18,5,11,35,departure_morning,18,50,arrival_evening,False,7,15,435,8480,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,18,5,9,0,departure_morning,21,0,arrival_night,False,12,0,720,8074,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,1,6,6,13,0,departure_After noon,15,50,arrival_After noon,False,2,50,170,3944,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,9,5,3,11,35,departure_morning,14,0,arrival_After noon,False,2,25,145,4333,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,4,27,5,17,10,departure_evening,19,40,arrival_evening,False,2,30,150,4175,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Air India,source_Banglore,destination_Delhi,BLR → MAA → DEL,1 stop,2019,1,3,3,11,50,departure_morning,8,55,arrival_early morning,True,21,5,1265,14595,1 Long layover,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → IDR → BOM → COK,2 stops,2019,3,6,2,5,30,departure_early morning,19,0,arrival_evening,False,13,30,810,11508,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,6,15,5,7,10,departure_early morning,22,30,arrival_night,False,15,20,920,6094,In-flight meal not included,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,3,24,6,18,25,departure_evening,21,20,arrival_night,False,2,55,175,8034,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,27,3,16,55,departure_After noon,19,55,arrival_evening,False,3,0,180,4824,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → IDR → BOM → COK,2 stops,2019,3,6,2,21,25,departure_night,12,35,arrival_morning,True,15,10,910,13293,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,15,5,11,40,departure_morning,19,15,arrival_evening,False,7,35,455,9527,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,3,21,3,22,20,departure_night,0,40,arrival_late night,True,2,20,140,3816,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,6,27,3,13,15,departure_After noon,15,35,arrival_After noon,False,2,20,140,3598,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → NAG → BOM → COK,2 stops,2019,6,15,5,14,35,departure_After noon,4,25,arrival_late night,True,13,50,830,13377,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
SpiceJet,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,9,5,3,5,45,departure_early morning,7,15,arrival_early morning,False,1,30,90,2018,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Air India,source_Kolkata,destination_Banglore,CCU → BOM → COK → BLR,2 stops,2019,3,24,6,9,25,departure_morning,1,20,arrival_late night,True,15,55,955,11854,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,12,6,4,13,0,departure_After noon,19,0,arrival_evening,False,6,0,360,10263,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SpiceJet,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,3,24,6,9,30,departure_morning,12,5,arrival_morning,False,2,35,155,3860,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Air India,source_Kolkata,destination_Banglore,CCU → DEL → AMD → BLR,2 stops,2019,9,6,4,7,0,departure_early morning,5,25,arrival_early morning,True,22,25,1345,12745,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → IXU → BOM → COK,2 stops,2019,1,6,6,17,50,departure_evening,1,30,arrival_late night,True,7,40,460,18486,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Air India,source_Kolkata,destination_Banglore,CCU → GAU → DEL → BLR,2 stops,2019,6,5,2,9,50,departure_morning,8,55,arrival_early morning,True,23,5,1385,13228,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,6,21,4,19,35,departure_evening,21,55,arrival_night,False,2,20,140,3598,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,12,5,3,15,15,departure_After noon,17,45,arrival_evening,False,2,30,150,4805,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,15,5,6,5,departure_early morning,8,50,arrival_early morning,False,2,45,165,4424,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,6,4,15,0,departure_After noon,12,35,arrival_morning,True,21,35,1295,10263,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SpiceJet,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,6,5,2,9,45,departure_morning,12,0,arrival_morning,False,2,15,135,3544,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,12,4,2,21,25,departure_night,0,5,arrival_late night,True,2,40,160,4175,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
SpiceJet,source_Delhi,destination_Cochin,DEL → BLR → COK,1 stop,2019,9,3,1,16,35,departure_After noon,22,50,arrival_night,False,6,15,375,7085,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Air India,source_Kolkata,destination_Banglore,CCU → GAU → DEL → BLR,2 stops,2019,5,15,2,9,50,departure_morning,8,55,arrival_early morning,True,23,5,1385,14961,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,3,24,6,6,30,departure_early morning,16,20,arrival_After noon,False,9,50,590,13340,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,12,4,2,8,20,departure_early morning,11,20,arrival_morning,False,3,0,180,7230,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
IndiGo,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,5,18,5,5,5,departure_early morning,16,10,arrival_After noon,False,11,5,665,6819,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,6,4,15,0,departure_After noon,1,30,arrival_late night,True,10,30,630,6317,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Air India,source_Delhi,destination_Cochin,DEL → COK,non-stop,2019,6,18,1,18,5,departure_evening,21,10,arrival_night,False,3,5,185,5202,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
IndiGo,source_Delhi,destination_Cochin,DEL → PNQ → COK,1 stop,2019,5,18,5,23,30,departure_night,4,35,arrival_late night,True,5,5,305,10959,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,6,21,4,11,35,departure_morning,14,0,arrival_After noon,False,2,25,145,3859,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,6,4,13,0,departure_After noon,19,0,arrival_evening,False,6,0,360,10263,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Air India,source_Kolkata,destination_Banglore,CCU → BBI → BLR,1 stop,2019,5,24,4,9,10,departure_morning,13,15,arrival_After noon,False,4,5,245,8997,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → MAA → BOM → COK,2 stops,2019,3,27,2,5,10,departure_early morning,19,45,arrival_evening,True,38,35,2315,8099,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SpiceJet,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,1,5,5,8,20,departure_early morning,10,35,arrival_morning,False,2,15,135,3544,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,24,4,7,30,departure_early morning,19,0,arrival_evening,False,11,30,690,10530,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,21,3,2,15,departure_late night,18,50,arrival_evening,False,16,35,995,7439,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,5,3,14,0,departure_After noon,4,25,arrival_late night,True,14,25,865,12374,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,5,27,0,7,10,departure_early morning,10,5,arrival_morning,False,2,55,175,4824,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,21,4,8,20,departure_early morning,11,20,arrival_morning,False,3,0,180,5770,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,21,3,7,0,departure_early morning,13,20,arrival_After noon,False,6,20,380,9043,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Air India,source_Delhi,destination_Cochin,DEL → MAA → COK,1 stop,2019,6,4,1,17,20,departure_evening,9,25,arrival_morning,True,16,5,965,4698,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,9,5,3,14,5,departure_After noon,19,50,arrival_evening,False,5,45,345,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Air Asia,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,9,6,4,4,55,departure_late night,7,45,arrival_early morning,False,2,50,170,8421,No info,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,6,3,0,7,10,departure_early morning,16,10,arrival_After noon,False,9,0,540,7564,In-flight meal not included,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Air India,source_Delhi,destination_Cochin,DEL → MAA → COK,1 stop,2019,5,15,2,20,40,departure_evening,9,25,arrival_morning,True,12,45,765,7481,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Jet Airways,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,5,2,11,10,departure_morning,14,5,arrival_After noon,False,2,55,175,4031,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,12,6,4,7,10,departure_early morning,22,30,arrival_night,False,15,20,920,6514,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jet Airways,source_Kolkata,destination_Banglore,CCU → GAU → BLR,1 stop,2019,9,6,4,10,20,departure_morning,17,35,arrival_evening,False,7,15,435,8356,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → IDR → BOM → COK,2 stops,2019,5,21,1,15,5,departure_After noon,1,30,arrival_late night,True,10,25,625,16656,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,18,5,5,45,departure_early morning,18,15,arrival_evening,False,12,30,750,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,6,21,4,17,10,departure_evening,19,40,arrival_evening,False,2,30,150,3874,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,9,6,4,15,15,departure_After noon,17,45,arrival_evening,False,2,30,150,5225,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,15,2,16,30,departure_After noon,12,0,arrival_morning,True,19,30,1170,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,3,3,6,5,30,departure_early morning,8,20,arrival_early morning,False,2,50,170,4779,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,3,1,20,50,departure_evening,18,50,arrival_evening,True,22,0,1320,16290,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Air India,source_Delhi,destination_Cochin,DEL → COK,non-stop,2019,3,18,0,5,10,departure_early morning,8,0,arrival_early morning,False,2,50,170,5675,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Air India,source_Mumbai,destination_Hyderabad,BOM → BHO → DEL → HYD,2 stops,2019,12,3,1,6,0,departure_early morning,11,55,arrival_morning,True,29,55,1795,12855,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Air India,source_Banglore,destination_Delhi,BLR → COK → DEL,1 stop,2019,9,3,1,22,0,departure_night,11,5,arrival_morning,True,13,5,785,8426,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Jet Airways,source_Delhi,destination_Cochin,DEL → JAI → BOM → COK,2 stops,2019,3,21,3,5,30,departure_early morning,18,50,arrival_evening,True,37,20,2240,9329,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,3,6,2,15,departure_late night,15,30,arrival_After noon,False,13,15,795,17058,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,3,5,1,19,50,departure_evening,22,50,arrival_night,False,3,0,180,7230,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,3,6,11,30,departure_morning,21,0,arrival_night,False,9,30,570,14872,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jet Airways,source_Delhi,destination_Cochin,DEL → ATQ → BOM → COK,2 stops,2019,6,27,3,12,15,departure_morning,19,0,arrival_evening,True,30,45,1845,14301,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,12,6,4,21,10,departure_night,9,20,arrival_morning,True,12,10,730,8530,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
