Unnamed: 0,airline,embarked,destination,stops,journey_year,journey_month,journey_day,dep_hour,dep_min,departure_time,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_min,arrival_time,price,additional_info,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Banglore,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Banglore.1,Chennai,Delhi.1,Kolkata.1,Mumbai,1 stop,2 stops,3 stops,4 stops,non-stop,After noon,early morning,evening,late night,morning,night,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,destination_Banglore,destination_Cochin,destination_Delhi,destination_Hyderabad,destination_Kolkata,source_Banglore,source_Chennai,source_Delhi,source_Kolkata,source_Mumbai,1 stop,2 stops,3 stops,4 stops,non-stop,After noon,early morning,evening,late night,morning,night
6335,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,6,27,9,45,morning,2022,2,16,22,30,night,9647,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6336,SpiceJet,source_Banglore,destination_Delhi,1 stop,2019,1,3,15,35,After noon,2022,2,16,23,40,night,7745,1 Long layover,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6337,Jet Airways,source_Delhi,destination_Cochin,2 stops,2019,6,6,9,40,morning,2022,6,7,12,35,morning,11734,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6338,Jet Airways,source_Delhi,destination_Cochin,1 stop,2019,6,15,9,0,morning,2022,6,16,4,25,late night,10263,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6339,Jet Airways,source_Banglore,destination_Delhi,1 stop,2019,12,3,5,45,early morning,2022,2,16,12,15,morning,17525,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6340,SpiceJet,source_Mumbai,destination_Hyderabad,non-stop,2019,9,3,22,45,night,2022,3,10,0,10,late night,3604,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6341,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,5,18,7,30,early morning,2022,2,16,19,15,evening,7565,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6342,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,9,6,10,20,morning,2022,2,16,21,0,night,7006,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6343,IndiGo,source_Delhi,destination_Cochin,1 stop,2019,3,3,9,10,morning,2022,3,4,1,35,late night,14872,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6344,Air Asia,source_Banglore,destination_Delhi,non-stop,2019,4,18,4,55,late night,2022,2,16,7,45,early morning,4283,No info,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6345,Jet Airways,source_Delhi,destination_Cochin,2 stops,2019,5,27,23,5,night,2022,5,28,12,35,morning,15130,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6346,Air Asia,source_Delhi,destination_Cochin,1 stop,2019,6,24,16,45,After noon,2022,2,16,22,25,night,6753,No info,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6347,Air India,source_Delhi,destination_Cochin,non-stop,2019,5,21,14,5,After noon,2022,2,16,17,55,evening,6095,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6348,IndiGo,source_Mumbai,destination_Hyderabad,non-stop,2019,1,5,16,55,After noon,2022,2,16,18,25,evening,3176,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6349,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,6,27,8,45,early morning,2022,2,16,19,15,evening,8267,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6350,GoAir,source_Banglore,destination_Delhi,non-stop,2019,12,4,20,55,evening,2022,2,16,23,40,night,6723,No info,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6351,SpiceJet,source_Kolkata,destination_Banglore,non-stop,2019,6,24,6,55,early morning,2022,2,16,9,30,morning,3874,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
6352,Air India,source_Mumbai,destination_Hyderabad,non-stop,2019,3,4,13,55,After noon,2022,2,16,15,25,After noon,2576,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6353,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,5,21,6,40,early morning,2022,2,16,19,15,evening,7788,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6354,IndiGo,source_Delhi,destination_Cochin,1 stop,2019,3,3,2,0,late night,2022,2,16,7,45,early morning,9258,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6355,Jet Airways,source_Banglore,destination_Delhi,non-stop,2019,12,5,18,55,evening,2022,2,16,22,0,night,4031,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6356,SpiceJet,source_Banglore,destination_Delhi,non-stop,2019,3,5,21,10,night,2022,5,4,0,5,late night,4992,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6357,IndiGo,source_Delhi,destination_Cochin,1 stop,2019,3,21,7,30,early morning,2022,2,16,13,20,After noon,9862,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6358,IndiGo,source_Banglore,destination_Delhi,1 stop,2019,3,15,16,50,After noon,2022,2,16,21,35,night,10407,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6359,Jet Airways,source_Banglore,destination_Delhi,non-stop,2019,9,6,15,15,After noon,2022,2,16,18,10,evening,7230,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6360,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,5,15,8,45,early morning,2022,2,16,21,0,night,7671,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6361,Jet Airways,source_Delhi,destination_Cochin,2 stops,2019,6,24,20,0,evening,2022,6,25,4,25,late night,14301,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6362,Vistara,source_Kolkata,destination_Banglore,1 stop,2019,5,15,7,10,early morning,2022,5,16,10,45,morning,8453,No info,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6363,SpiceJet,source_Kolkata,destination_Banglore,non-stop,2019,6,4,14,55,After noon,2022,2,16,17,25,evening,3874,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
6364,SpiceJet,source_Kolkata,destination_Banglore,1 stop,2019,9,6,8,35,early morning,2022,2,16,17,15,evening,6854,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6365,Jet Airways,source_Banglore,destination_Delhi,non-stop,2019,6,4,11,10,morning,2022,2,16,14,5,After noon,7230,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6366,Jet Airways,source_Banglore,destination_Delhi,non-stop,2019,4,15,19,50,evening,2022,2,16,22,50,night,7230,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6367,Jet Airways,source_Delhi,destination_Cochin,1 stop,2019,3,6,19,15,evening,2022,6,4,12,35,morning,14715,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6368,IndiGo,source_Kolkata,destination_Banglore,non-stop,2019,12,6,17,15,evening,2022,2,16,19,50,evening,4805,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6369,IndiGo,source_Kolkata,destination_Banglore,1 stop,2019,9,5,9,20,morning,2022,2,16,14,15,After noon,11466,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6370,IndiGo,source_Banglore,destination_Delhi,non-stop,2019,4,21,23,30,night,2022,4,22,2,20,late night,4592,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6371,IndiGo,source_Delhi,destination_Cochin,1 stop,2019,9,6,9,15,morning,2022,6,10,1,30,late night,6629,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6372,IndiGo,source_Delhi,destination_Cochin,1 stop,2019,6,3,2,0,late night,2022,2,16,7,45,early morning,8026,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6373,Air Asia,source_Delhi,destination_Cochin,1 stop,2019,12,6,7,55,early morning,2022,2,16,15,45,After noon,6153,No info,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6374,IndiGo,source_Banglore,destination_Delhi,non-stop,2019,3,4,10,10,morning,2022,2,16,13,0,After noon,3944,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6375,Vistara,source_Kolkata,destination_Banglore,1 stop,2019,6,6,7,10,early morning,2022,6,7,10,45,morning,9188,No info,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6376,Vistara,source_Kolkata,destination_Banglore,1 stop,2019,5,21,20,20,evening,2022,5,22,10,45,morning,9188,No info,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6378,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,6,3,9,45,morning,2022,2,16,16,10,After noon,10277,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6379,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,1,6,3,50,late night,2022,2,16,19,0,evening,12193,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6380,Air Asia,source_Kolkata,destination_Banglore,1 stop,2019,3,24,19,55,evening,2022,2,16,23,30,night,5555,No info,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6381,Air India,source_Delhi,destination_Cochin,1 stop,2019,3,27,7,0,early morning,2022,2,16,19,15,evening,6378,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6382,IndiGo,source_Delhi,destination_Cochin,1 stop,2019,3,21,20,30,evening,2022,3,22,1,35,late night,6233,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6383,IndiGo,source_Delhi,destination_Cochin,1 stop,2019,9,5,5,10,early morning,2022,2,16,10,5,morning,6497,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6384,IndiGo,source_Banglore,destination_Delhi,non-stop,2019,6,24,18,15,evening,2022,2,16,21,20,night,4824,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6385,IndiGo,source_Kolkata,destination_Banglore,1 stop,2019,6,6,19,35,evening,2022,2,16,23,15,night,6117,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6386,Jet Airways,source_Kolkata,destination_Banglore,1 stop,2019,9,5,20,0,evening,2022,5,10,18,15,evening,7758,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6387,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,5,21,8,45,early morning,2022,2,16,19,15,evening,8267,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6388,SpiceJet,source_Kolkata,destination_Banglore,non-stop,2019,5,21,6,55,early morning,2022,2,16,9,30,morning,3874,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
6389,Jet Airways,source_Kolkata,destination_Banglore,1 stop,2019,5,15,21,10,night,2022,5,16,10,5,morning,11842,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6390,IndiGo,source_Kolkata,destination_Banglore,non-stop,2019,5,24,15,30,After noon,2022,2,16,18,5,evening,4805,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
6391,IndiGo,source_Banglore,destination_Delhi,non-stop,2019,1,6,10,10,morning,2022,2,16,13,0,After noon,3944,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6392,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,5,27,11,30,morning,2022,2,16,19,15,evening,15899,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6393,Jet Airways,source_Kolkata,destination_Banglore,1 stop,2019,5,15,17,0,evening,2022,5,16,21,5,night,14152,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6394,Jet Airways,source_Delhi,destination_Cochin,1 stop,2019,9,6,16,0,After noon,2022,6,10,4,25,late night,10578,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6395,Air India,source_Banglore,destination_Delhi,non-stop,2019,3,4,6,10,early morning,2022,2,16,8,55,early morning,4442,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6396,Jet Airways,source_Delhi,destination_Cochin,1 stop,2019,6,4,11,30,morning,2022,4,7,12,35,morning,5178,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6397,Air India,source_Kolkata,destination_Banglore,non-stop,2019,1,4,20,45,evening,2022,2,16,23,20,night,4461,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6398,Multiple carriers,source_Delhi,destination_Cochin,1 stop,2019,5,18,8,0,early morning,2022,2,16,21,0,night,13728,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6399,Jet Airways,source_Delhi,destination_Cochin,1 stop,2019,3,6,16,0,After noon,2022,6,4,12,35,morning,14715,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6400,Jet Airways,source_Delhi,destination_Cochin,2 stops,2019,6,6,21,25,night,2022,6,7,19,0,evening,10589,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6401,Jet Airways,source_Delhi,destination_Cochin,1 stop,2019,3,21,9,0,morning,2022,2,16,18,50,evening,7439,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6402,Air India,source_Delhi,destination_Cochin,1 stop,2019,6,3,20,40,evening,2022,3,7,9,25,morning,12678,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
